product_id,brand,roaster_name,title,price,currency,product_type,description,availability,sku,url,material,size,color,created_at,updated_at,published_at,weight,primary_image,secondary_images,total_images,roast,finish,grind_size,quantity_per_month,model,material_type,roast_date,origin,subscription_plan
538842398781,Premium Gift,Cowpressocoffee,Geisha Colombia Las Nubes (250Grams),48.0,USD,,"Colombia, Camilo Merizalde, Las Nubes, Valle de Cauca Geisha LIMITED parcels left on SALE PRICE!) Be one of the FORTUNATE FEW to try this romantic coffee, suitable as gifts & special occasions for your loved ones! Tip: It tastes sweeter as it cools! Don’t drink it hot! WHAT is GEISHA?: Click here to read more We recommend brewing it on the Clever cup for maximum fruitiness! Exclusive Single Origin: Colombia Las Nubes Valle de Cauca Geisha Variety: Geisha Elevation: 1,900-2,100m Processing: Natural Roast profile: Light/Medium Roast Flavour: Lychee, Strawberry, Blueberry, Tropical fruit, Floral and Lemons Acidity: Medium High Body: Medium, Smooth Farm Information Dedicated owner of this farm is Camilo Merizalde whereby he takes pride and delicate measures to ensure his Central American geishas provide a full tropical and tea-like experience. His farm is located in the Santiago de Cali, Valle de Cauca region and we feel so far that this is the best Geisha outside Panama that provides the ",out of stock,99,https://cowpressocoffee.sg/products/geisha-colombia-las-nubes-250grams,,,,2018-03-10T12:14:12.000Z,2025-10-05T02:51:14.000Z,2018-03-10T12:06:40.000Z,0.3 kg,https://cdn.shopify.com/s/files/1/0009/8916/7677/files/GEISHA.png,"[""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Geisha2.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Geisha_Card_Back.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/1_076acda6-4b66-4828-8f03-b70475b9a226.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/2_f9d103c3-da92-489f-949d-6a53fa56b351.jpg""]",5.0,,,Whole Bean,,,,,,
538842398781,Premium Gift,Cowpressocoffee,Geisha Colombia Las Nubes (250Grams),48.0,USD,,"Colombia, Camilo Merizalde, Las Nubes, Valle de Cauca Geisha LIMITED parcels left on SALE PRICE!) Be one of the FORTUNATE FEW to try this romantic coffee, suitable as gifts & special occasions for your loved ones! Tip: It tastes sweeter as it cools! Don’t drink it hot! WHAT is GEISHA?: Click here to read more We recommend brewing it on the Clever cup for maximum fruitiness! Exclusive Single Origin: Colombia Las Nubes Valle de Cauca Geisha Variety: Geisha Elevation: 1,900-2,100m Processing: Natural Roast profile: Light/Medium Roast Flavour: Lychee, Strawberry, Blueberry, Tropical fruit, Floral and Lemons Acidity: Medium High Body: Medium, Smooth Farm Information Dedicated owner of this farm is Camilo Merizalde whereby he takes pride and delicate measures to ensure his Central American geishas provide a full tropical and tea-like experience. His farm is located in the Santiago de Cali, Valle de Cauca region and we feel so far that this is the best Geisha outside Panama that provides the ",out of stock,99,https://cowpressocoffee.sg/products/geisha-colombia-las-nubes-250grams,,,,2018-03-10T12:14:12.000Z,2025-10-05T02:51:14.000Z,2018-03-10T12:06:40.000Z,0.3 kg,https://cdn.shopify.com/s/files/1/0009/8916/7677/files/GEISHA.png,"[""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Geisha2.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Geisha_Card_Back.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/1_076acda6-4b66-4828-8f03-b70475b9a226.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/2_f9d103c3-da92-489f-949d-6a53fa56b351.jpg""]",5.0,,,Pourover (Medium Grind),,,,,,
538842398781,Premium Gift,Cowpressocoffee,Geisha Colombia Las Nubes (250Grams),48.0,USD,,"Colombia, Camilo Merizalde, Las Nubes, Valle de Cauca Geisha LIMITED parcels left on SALE PRICE!) Be one of the FORTUNATE FEW to try this romantic coffee, suitable as gifts & special occasions for your loved ones! Tip: It tastes sweeter as it cools! Don’t drink it hot! WHAT is GEISHA?: Click here to read more We recommend brewing it on the Clever cup for maximum fruitiness! Exclusive Single Origin: Colombia Las Nubes Valle de Cauca Geisha Variety: Geisha Elevation: 1,900-2,100m Processing: Natural Roast profile: Light/Medium Roast Flavour: Lychee, Strawberry, Blueberry, Tropical fruit, Floral and Lemons Acidity: Medium High Body: Medium, Smooth Farm Information Dedicated owner of this farm is Camilo Merizalde whereby he takes pride and delicate measures to ensure his Central American geishas provide a full tropical and tea-like experience. His farm is located in the Santiago de Cali, Valle de Cauca region and we feel so far that this is the best Geisha outside Panama that provides the ",out of stock,99,https://cowpressocoffee.sg/products/geisha-colombia-las-nubes-250grams,,,,2018-03-10T12:14:12.000Z,2025-10-05T02:51:14.000Z,2018-03-10T12:06:40.000Z,0.3 kg,https://cdn.shopify.com/s/files/1/0009/8916/7677/files/GEISHA.png,"[""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Geisha2.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Geisha_Card_Back.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/1_076acda6-4b66-4828-8f03-b70475b9a226.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/2_f9d103c3-da92-489f-949d-6a53fa56b351.jpg""]",5.0,,,Other grind size (Please state in notes at Cart page),,,,,,
538842398781,Premium Gift,Cowpressocoffee,Geisha Colombia Las Nubes (250Grams),48.0,USD,,"Colombia, Camilo Merizalde, Las Nubes, Valle de Cauca Geisha LIMITED parcels left on SALE PRICE!) Be one of the FORTUNATE FEW to try this romantic coffee, suitable as gifts & special occasions for your loved ones! Tip: It tastes sweeter as it cools! Don’t drink it hot! WHAT is GEISHA?: Click here to read more We recommend brewing it on the Clever cup for maximum fruitiness! Exclusive Single Origin: Colombia Las Nubes Valle de Cauca Geisha Variety: Geisha Elevation: 1,900-2,100m Processing: Natural Roast profile: Light/Medium Roast Flavour: Lychee, Strawberry, Blueberry, Tropical fruit, Floral and Lemons Acidity: Medium High Body: Medium, Smooth Farm Information Dedicated owner of this farm is Camilo Merizalde whereby he takes pride and delicate measures to ensure his Central American geishas provide a full tropical and tea-like experience. His farm is located in the Santiago de Cali, Valle de Cauca region and we feel so far that this is the best Geisha outside Panama that provides the ",out of stock,99,https://cowpressocoffee.sg/products/geisha-colombia-las-nubes-250grams,,,,2018-03-10T12:14:12.000Z,2025-10-05T02:51:14.000Z,2018-03-10T12:06:40.000Z,0.25 kg,https://cdn.shopify.com/s/files/1/0009/8916/7677/files/GEISHA.png,"[""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Geisha2.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Geisha_Card_Back.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/1_076acda6-4b66-4828-8f03-b70475b9a226.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/2_f9d103c3-da92-489f-949d-6a53fa56b351.jpg""]",5.0,,,10 Drip Bags,,,,,,
538959937597,Cowpresso Coffee Roasters,Cowpressocoffee,Belgian Mocha,16.0,USD,,"Special Origin Blend: Brazillian Santos, Colombian Bordones Salto, Indonesian Aged Mandheling Variety: Bourbon, Catimor Elevation: 400m - 1,700m Processing: Fully washed, Natural and infused with Dark Belgian Bittersweet Cacoa essential oils and Cocoa butter. Roast profile: Medium Dark Roast Flavour: Belgian Chocolate, Ferrero Rocher, Dark Bittersweet chocolate and Hazelnuts. Acidity: Low Body: Medium High, syrupy Tasting Experience As a Pour over, chocolatey aroma is profound, one is definitely reminded of the sweet memory of sipping down a sinfully deep dark hot chocolate on a winter morning during the holidays. Nuancing with bittersweet belgian chocolate notes and hazelnut scents. This is the compulsory to-go coffee for mocha and dark chocolate lovers. As an Espresso, one memory is brought to mind. Ferrero Rocher. The hazelnut nuances is distinguished as a high middle note in the flavour profile whereas the big dark chocolate notes punches firmly as the first and final flavour perce",out of stock,6982560415805,https://cowpressocoffee.sg/products/belgian-mocha,,,,2018-03-10T12:28:44.000Z,2025-10-05T02:51:14.000Z,2018-03-10T12:15:04.000Z,250 Gram Parcel,https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Belgian-web.jpg,"[""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/belgian-mocha-250gm-parcel-march-roasters-special-cowpresso-coffee-singapore_170.jpg"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/1_41a3d256-3f55-4883-aa21-d229422203ff.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/2_b8067bc3-1fb7-485f-978f-86c5a0e2a05e.jpg""]",4.0,,,Whole beans,,,,,,
538959937597,Cowpresso Coffee Roasters,Cowpressocoffee,Belgian Mocha,16.0,USD,,"Special Origin Blend: Brazillian Santos, Colombian Bordones Salto, Indonesian Aged Mandheling Variety: Bourbon, Catimor Elevation: 400m - 1,700m Processing: Fully washed, Natural and infused with Dark Belgian Bittersweet Cacoa essential oils and Cocoa butter. Roast profile: Medium Dark Roast Flavour: Belgian Chocolate, Ferrero Rocher, Dark Bittersweet chocolate and Hazelnuts. Acidity: Low Body: Medium High, syrupy Tasting Experience As a Pour over, chocolatey aroma is profound, one is definitely reminded of the sweet memory of sipping down a sinfully deep dark hot chocolate on a winter morning during the holidays. Nuancing with bittersweet belgian chocolate notes and hazelnut scents. This is the compulsory to-go coffee for mocha and dark chocolate lovers. As an Espresso, one memory is brought to mind. Ferrero Rocher. The hazelnut nuances is distinguished as a high middle note in the flavour profile whereas the big dark chocolate notes punches firmly as the first and final flavour perce",out of stock,7289576816701,https://cowpressocoffee.sg/products/belgian-mocha,,,,2018-03-10T12:28:44.000Z,2025-10-05T02:51:14.000Z,2018-03-10T12:15:04.000Z,250 Gram Parcel,https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Belgian-web.jpg,"[""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/belgian-mocha-250gm-parcel-march-roasters-special-cowpresso-coffee-singapore_170.jpg"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/1_41a3d256-3f55-4883-aa21-d229422203ff.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/2_b8067bc3-1fb7-485f-978f-86c5a0e2a05e.jpg""]",4.0,,,Pourover (Medium grind),,,,,,
538959937597,Cowpresso Coffee Roasters,Cowpressocoffee,Belgian Mocha,16.0,USD,,"Special Origin Blend: Brazillian Santos, Colombian Bordones Salto, Indonesian Aged Mandheling Variety: Bourbon, Catimor Elevation: 400m - 1,700m Processing: Fully washed, Natural and infused with Dark Belgian Bittersweet Cacoa essential oils and Cocoa butter. Roast profile: Medium Dark Roast Flavour: Belgian Chocolate, Ferrero Rocher, Dark Bittersweet chocolate and Hazelnuts. Acidity: Low Body: Medium High, syrupy Tasting Experience As a Pour over, chocolatey aroma is profound, one is definitely reminded of the sweet memory of sipping down a sinfully deep dark hot chocolate on a winter morning during the holidays. Nuancing with bittersweet belgian chocolate notes and hazelnut scents. This is the compulsory to-go coffee for mocha and dark chocolate lovers. As an Espresso, one memory is brought to mind. Ferrero Rocher. The hazelnut nuances is distinguished as a high middle note in the flavour profile whereas the big dark chocolate notes punches firmly as the first and final flavour perce",out of stock,6982560710717,https://cowpressocoffee.sg/products/belgian-mocha,,,,2018-03-10T12:28:44.000Z,2025-10-05T02:51:14.000Z,2018-03-10T12:15:04.000Z,250 Gram Parcel,https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Belgian-web.jpg,"[""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/belgian-mocha-250gm-parcel-march-roasters-special-cowpresso-coffee-singapore_170.jpg"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/1_41a3d256-3f55-4883-aa21-d229422203ff.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/2_b8067bc3-1fb7-485f-978f-86c5a0e2a05e.jpg""]",4.0,,,Cold brew (Coarse grind),,,,,,
538959937597,Cowpresso Coffee Roasters,Cowpressocoffee,Belgian Mocha,16.0,USD,,"Special Origin Blend: Brazillian Santos, Colombian Bordones Salto, Indonesian Aged Mandheling Variety: Bourbon, Catimor Elevation: 400m - 1,700m Processing: Fully washed, Natural and infused with Dark Belgian Bittersweet Cacoa essential oils and Cocoa butter. Roast profile: Medium Dark Roast Flavour: Belgian Chocolate, Ferrero Rocher, Dark Bittersweet chocolate and Hazelnuts. Acidity: Low Body: Medium High, syrupy Tasting Experience As a Pour over, chocolatey aroma is profound, one is definitely reminded of the sweet memory of sipping down a sinfully deep dark hot chocolate on a winter morning during the holidays. Nuancing with bittersweet belgian chocolate notes and hazelnut scents. This is the compulsory to-go coffee for mocha and dark chocolate lovers. As an Espresso, one memory is brought to mind. Ferrero Rocher. The hazelnut nuances is distinguished as a high middle note in the flavour profile whereas the big dark chocolate notes punches firmly as the first and final flavour perce",out of stock,33914338902154,https://cowpressocoffee.sg/products/belgian-mocha,,,,2018-03-10T12:28:44.000Z,2025-10-05T02:51:14.000Z,2018-03-10T12:15:04.000Z,250 Gram Parcel,https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Belgian-web.jpg,"[""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/belgian-mocha-250gm-parcel-march-roasters-special-cowpresso-coffee-singapore_170.jpg"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/1_41a3d256-3f55-4883-aa21-d229422203ff.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/2_b8067bc3-1fb7-485f-978f-86c5a0e2a05e.jpg""]",4.0,,,Other grind size (Please state in notes at Cart page),,,,,,
538959937597,Cowpresso Coffee Roasters,Cowpressocoffee,Belgian Mocha,24.0,USD,,"Special Origin Blend: Brazillian Santos, Colombian Bordones Salto, Indonesian Aged Mandheling Variety: Bourbon, Catimor Elevation: 400m - 1,700m Processing: Fully washed, Natural and infused with Dark Belgian Bittersweet Cacoa essential oils and Cocoa butter. Roast profile: Medium Dark Roast Flavour: Belgian Chocolate, Ferrero Rocher, Dark Bittersweet chocolate and Hazelnuts. Acidity: Low Body: Medium High, syrupy Tasting Experience As a Pour over, chocolatey aroma is profound, one is definitely reminded of the sweet memory of sipping down a sinfully deep dark hot chocolate on a winter morning during the holidays. Nuancing with bittersweet belgian chocolate notes and hazelnut scents. This is the compulsory to-go coffee for mocha and dark chocolate lovers. As an Espresso, one memory is brought to mind. Ferrero Rocher. The hazelnut nuances is distinguished as a high middle note in the flavour profile whereas the big dark chocolate notes punches firmly as the first and final flavour perce",out of stock,6982560677949,https://cowpressocoffee.sg/products/belgian-mocha,,,,2018-03-10T12:28:44.000Z,2025-10-05T02:51:14.000Z,2018-03-10T12:15:04.000Z,250 Gram Parcel,https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Belgian-web.jpg,"[""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/belgian-mocha-250gm-parcel-march-roasters-special-cowpresso-coffee-singapore_170.jpg"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/1_41a3d256-3f55-4883-aa21-d229422203ff.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/2_b8067bc3-1fb7-485f-978f-86c5a0e2a05e.jpg""]",4.0,,,Cold brew (Coarse grind),,,,,,
538959937597,Cowpresso Coffee Roasters,Cowpressocoffee,Belgian Mocha,30.0,USD,,"Special Origin Blend: Brazillian Santos, Colombian Bordones Salto, Indonesian Aged Mandheling Variety: Bourbon, Catimor Elevation: 400m - 1,700m Processing: Fully washed, Natural and infused with Dark Belgian Bittersweet Cacoa essential oils and Cocoa butter. Roast profile: Medium Dark Roast Flavour: Belgian Chocolate, Ferrero Rocher, Dark Bittersweet chocolate and Hazelnuts. Acidity: Low Body: Medium High, syrupy Tasting Experience As a Pour over, chocolatey aroma is profound, one is definitely reminded of the sweet memory of sipping down a sinfully deep dark hot chocolate on a winter morning during the holidays. Nuancing with bittersweet belgian chocolate notes and hazelnut scents. This is the compulsory to-go coffee for mocha and dark chocolate lovers. As an Espresso, one memory is brought to mind. Ferrero Rocher. The hazelnut nuances is distinguished as a high middle note in the flavour profile whereas the big dark chocolate notes punches firmly as the first and final flavour perce",out of stock,6982560841789,https://cowpressocoffee.sg/products/belgian-mocha,,,,2018-03-10T12:28:44.000Z,2025-10-05T02:51:14.000Z,2018-03-10T12:15:04.000Z,500 Gram Parcel,https://cdn.shopify.com/s/files/1/0009/8916/7677/products/belgian-mocha-250gm-parcel-march-roasters-special-cowpresso-coffee-singapore_943.jpg,"[""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/belgian-mocha-250gm-parcel-march-roasters-special-cowpresso-coffee-singapore_170.jpg"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/1_41a3d256-3f55-4883-aa21-d229422203ff.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/2_b8067bc3-1fb7-485f-978f-86c5a0e2a05e.jpg"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Belgian-web.jpg""]",5.0,,,Whole beans,,,,,,
538959937597,Cowpresso Coffee Roasters,Cowpressocoffee,Belgian Mocha,38.0,USD,,"Special Origin Blend: Brazillian Santos, Colombian Bordones Salto, Indonesian Aged Mandheling Variety: Bourbon, Catimor Elevation: 400m - 1,700m Processing: Fully washed, Natural and infused with Dark Belgian Bittersweet Cacoa essential oils and Cocoa butter. Roast profile: Medium Dark Roast Flavour: Belgian Chocolate, Ferrero Rocher, Dark Bittersweet chocolate and Hazelnuts. Acidity: Low Body: Medium High, syrupy Tasting Experience As a Pour over, chocolatey aroma is profound, one is definitely reminded of the sweet memory of sipping down a sinfully deep dark hot chocolate on a winter morning during the holidays. Nuancing with bittersweet belgian chocolate notes and hazelnut scents. This is the compulsory to-go coffee for mocha and dark chocolate lovers. As an Espresso, one memory is brought to mind. Ferrero Rocher. The hazelnut nuances is distinguished as a high middle note in the flavour profile whereas the big dark chocolate notes punches firmly as the first and final flavour perce",out of stock,6982560809021,https://cowpressocoffee.sg/products/belgian-mocha,,,,2018-03-10T12:28:44.000Z,2025-10-05T02:51:14.000Z,2018-03-10T12:15:04.000Z,500 Gram Parcel,https://cdn.shopify.com/s/files/1/0009/8916/7677/products/belgian-mocha-250gm-parcel-march-roasters-special-cowpresso-coffee-singapore_943.jpg,"[""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/belgian-mocha-250gm-parcel-march-roasters-special-cowpresso-coffee-singapore_170.jpg"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/1_41a3d256-3f55-4883-aa21-d229422203ff.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/2_b8067bc3-1fb7-485f-978f-86c5a0e2a05e.jpg"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Belgian-web.jpg""]",5.0,,,Whole beans,,,,,,
538959937597,Cowpresso Coffee Roasters,Cowpressocoffee,Belgian Mocha,30.0,USD,,"Special Origin Blend: Brazillian Santos, Colombian Bordones Salto, Indonesian Aged Mandheling Variety: Bourbon, Catimor Elevation: 400m - 1,700m Processing: Fully washed, Natural and infused with Dark Belgian Bittersweet Cacoa essential oils and Cocoa butter. Roast profile: Medium Dark Roast Flavour: Belgian Chocolate, Ferrero Rocher, Dark Bittersweet chocolate and Hazelnuts. Acidity: Low Body: Medium High, syrupy Tasting Experience As a Pour over, chocolatey aroma is profound, one is definitely reminded of the sweet memory of sipping down a sinfully deep dark hot chocolate on a winter morning during the holidays. Nuancing with bittersweet belgian chocolate notes and hazelnut scents. This is the compulsory to-go coffee for mocha and dark chocolate lovers. As an Espresso, one memory is brought to mind. Ferrero Rocher. The hazelnut nuances is distinguished as a high middle note in the flavour profile whereas the big dark chocolate notes punches firmly as the first and final flavour perce",out of stock,6982560972861,https://cowpressocoffee.sg/products/belgian-mocha,,,,2018-03-10T12:28:44.000Z,2025-10-05T02:51:14.000Z,2018-03-10T12:15:04.000Z,500 Gram Parcel,https://cdn.shopify.com/s/files/1/0009/8916/7677/products/belgian-mocha-250gm-parcel-march-roasters-special-cowpresso-coffee-singapore_943.jpg,"[""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/belgian-mocha-250gm-parcel-march-roasters-special-cowpresso-coffee-singapore_170.jpg"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/1_41a3d256-3f55-4883-aa21-d229422203ff.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/2_b8067bc3-1fb7-485f-978f-86c5a0e2a05e.jpg"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Belgian-web.jpg""]",5.0,,,Pourover (Medium grind),,,,,,
538959937597,Cowpresso Coffee Roasters,Cowpressocoffee,Belgian Mocha,38.0,USD,,"Special Origin Blend: Brazillian Santos, Colombian Bordones Salto, Indonesian Aged Mandheling Variety: Bourbon, Catimor Elevation: 400m - 1,700m Processing: Fully washed, Natural and infused with Dark Belgian Bittersweet Cacoa essential oils and Cocoa butter. Roast profile: Medium Dark Roast Flavour: Belgian Chocolate, Ferrero Rocher, Dark Bittersweet chocolate and Hazelnuts. Acidity: Low Body: Medium High, syrupy Tasting Experience As a Pour over, chocolatey aroma is profound, one is definitely reminded of the sweet memory of sipping down a sinfully deep dark hot chocolate on a winter morning during the holidays. Nuancing with bittersweet belgian chocolate notes and hazelnut scents. This is the compulsory to-go coffee for mocha and dark chocolate lovers. As an Espresso, one memory is brought to mind. Ferrero Rocher. The hazelnut nuances is distinguished as a high middle note in the flavour profile whereas the big dark chocolate notes punches firmly as the first and final flavour perce",out of stock,6982560940093,https://cowpressocoffee.sg/products/belgian-mocha,,,,2018-03-10T12:28:44.000Z,2025-10-05T02:51:14.000Z,2018-03-10T12:15:04.000Z,500 Gram Parcel,https://cdn.shopify.com/s/files/1/0009/8916/7677/products/belgian-mocha-250gm-parcel-march-roasters-special-cowpresso-coffee-singapore_943.jpg,"[""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/belgian-mocha-250gm-parcel-march-roasters-special-cowpresso-coffee-singapore_170.jpg"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/1_41a3d256-3f55-4883-aa21-d229422203ff.png"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/2_b8067bc3-1fb7-485f-978f-86c5a0e2a05e.jpg"", ""https://cdn.shopify.com/s/files/1/0009/8916/7677/products/Belgian-web.jpg""]",5.0,,,Pourover (Medium grind),,,,,,
