product_id,brand,roaster_name,title,price,currency,product_type,description,availability,sku,url,material,size,color,created_at,updated_at,published_at,weight,primary_image,secondary_images,total_images,roast,finish,grind_size,quantity_per_month,model,material_type,roast_date,origin,subscription_plan
9820302934337,Fluid,Fluidcollective,DEW | Nespresso® compatible coffee capsules,16.0,USD,,"DEW | First Light First Sip Just like morning dew is the first sign of life after a cool night, that first sip of coffee is a ritual that signifies the start of a new day. Mix of berries & roselle, with chocolate and hints of spice 40% KENYA GATUYA AA 30% COLOMBIA HUGO MELO 30% COLOMBIA ALIRIO MUNOZ Ingredient | 100% roasted ground Arabica coffee Best Before | 16 December 2026 10 x 5.6g Nespresso® compatible coffee capsules Nespresso® is a registered trademark owned by Société des Produits Nestlé S.A. Fluid Collective Pte Ltd is not affiliated with Société des Produits Nestlé S.A.",out of stock,49823526879553,https://fluidcollective.co/products/capsules,,,,2024-12-20T04:51:44.000Z,2025-10-05T02:59:46.000Z,2024-12-22T04:46:41.000Z,80 g,https://cdn.shopify.com/s/files/1/0841/5812/0257/files/1_bc0d7695-d097-4ff6-8809-096ac4ca4e0e.png,"[""https://cdn.shopify.com/s/files/1/0841/5812/0257/files/IMG_30352.heic""]",2.0,,,,,,,,,
9974499868993,Fluid,Fluidcollective,"Filter | Lorenzo Arbildo, Peru",20.0,USD,,"Finca Naranja, managed by Lorenzo Arbildo, is nestled in the fertile highlands of San Ignacio, Cajamarca, Peru. Perched at an impressive elevation of 1,950 meters above sea level, the farm enjoys exceptional growing conditions that contribute to the production of high quality coffee. Lorenzo brings deep expertise to every step of the coffee production process, from planting to harvesting, with a focus on quality and precision. especially important for the demanding varieties he grows. His commitment to sustainability is reflected in the use of organic compost and bio fertilizers, preserving soil health and supporting long term productivity. Dedicated to building lasting commercial relationships, Lorenzo aims to deliver consistently exceptional coffee each year. In Peru, most coffee is Washed. Producers typically depulp the cherries on the same day they're harvested, followed by a 12–18 hour open air fermentation before washing. While many farmers have their own wet mills, some smallhol",out of stock,50628324950337,https://fluidcollective.co/products/filter-lorenzo-arbildo-peru,,,,2025-07-15T05:50:01.000Z,2025-10-05T02:59:46.000Z,2025-07-15T05:56:32.000Z,100g,https://cdn.shopify.com/s/files/1/0841/5812/0257/files/Websiteretailcoffeeinfo_bed6c363-11f6-4251-8749-053aec4dd860.png,,1.0,,,,,,,,,
9974499868993,Fluid,Fluidcollective,"Filter | Lorenzo Arbildo, Peru",20.0,USD,,"Finca Naranja, managed by Lorenzo Arbildo, is nestled in the fertile highlands of San Ignacio, Cajamarca, Peru. Perched at an impressive elevation of 1,950 meters above sea level, the farm enjoys exceptional growing conditions that contribute to the production of high quality coffee. Lorenzo brings deep expertise to every step of the coffee production process, from planting to harvesting, with a focus on quality and precision. especially important for the demanding varieties he grows. His commitment to sustainability is reflected in the use of organic compost and bio fertilizers, preserving soil health and supporting long term productivity. Dedicated to building lasting commercial relationships, Lorenzo aims to deliver consistently exceptional coffee each year. In Peru, most coffee is Washed. Producers typically depulp the cherries on the same day they're harvested, followed by a 12–18 hour open air fermentation before washing. While many farmers have their own wet mills, some smallhol",out of stock,50628324983105,https://fluidcollective.co/products/filter-lorenzo-arbildo-peru,,,,2025-07-15T05:50:01.000Z,2025-10-05T02:59:46.000Z,2025-07-15T05:56:32.000Z,100g,https://cdn.shopify.com/s/files/1/0841/5812/0257/files/Websiteretailcoffeeinfo_bed6c363-11f6-4251-8749-053aec4dd860.png,,1.0,,,,,,,,,
9999364260161,Fluid,Fluidcollective,"Filter | Luis Octavio Titimbo, Colombia",24.0,USD,,"Luis Octavio Titimbo farms two parcels outside Bruselas, Huila, at 1780 masl. He cultivates approximately 5500 Caturra, 2000 Variedad Colombia, 4500 Pink Bourbon, and 2000 Bourbon Aji trees planted in 2020. Luis shares his wet mill with his stepmother, focusing on careful, small scale processing. For this lot, ripe cherries are handpicked, floated to remove defects, and fermented first in whole cherry for 48 hours in sealed barrels with a one way valve. The coffee is then de pulped and undergoes up to 48 more hours of low oxygen fermentation before a single wash and slow drying. For Luis, quality is tied to care, not just in processing, but in people and the land. By paying pickers well, he ensures the same hands return each harvest, trained to select only ripe cherries. He has also invested in healthier soils and cleaner water systems, treating honey water through a natural water filter and composting coffee pulp with yeast to return as fertiliser. Filter Roast 200g Resting period: 12",out of stock,50748655829313,https://fluidcollective.co/products/filter-alexander-cabrera-colombia-copy,,,,2025-08-26T07:38:45.000Z,2025-10-05T02:59:46.000Z,2025-09-01T02:18:07.000Z,200g,https://cdn.shopify.com/s/files/1/0841/5812/0257/files/7_45fc672e-436b-4fec-b1d8-28919456a877.png,,1.0,,,,,,,,,
9974499868993,Fluid,Fluidcollective,"Filter | Lorenzo Arbildo, Peru",20.0,USD,,"Finca Naranja, managed by Lorenzo Arbildo, is nestled in the fertile highlands of San Ignacio, Cajamarca, Peru. Perched at an impressive elevation of 1,950 meters above sea level, the farm enjoys exceptional growing conditions that contribute to the production of high quality coffee. Lorenzo brings deep expertise to every step of the coffee production process, from planting to harvesting, with a focus on quality and precision. especially important for the demanding varieties he grows. His commitment to sustainability is reflected in the use of organic compost and bio fertilizers, preserving soil health and supporting long term productivity. Dedicated to building lasting commercial relationships, Lorenzo aims to deliver consistently exceptional coffee each year. In Peru, most coffee is Washed. Producers typically depulp the cherries on the same day they're harvested, followed by a 12–18 hour open air fermentation before washing. While many farmers have their own wet mills, some smallhol",out of stock,50628325015873,https://fluidcollective.co/products/filter-lorenzo-arbildo-peru,,,,2025-07-15T05:50:01.000Z,2025-10-05T02:59:46.000Z,2025-07-15T05:56:32.000Z,100g,https://cdn.shopify.com/s/files/1/0841/5812/0257/files/Websiteretailcoffeeinfo_bed6c363-11f6-4251-8749-053aec4dd860.png,,1.0,,,,,,,,,
9974499868993,Fluid,Fluidcollective,"Filter | Lorenzo Arbildo, Peru",20.0,USD,,"Finca Naranja, managed by Lorenzo Arbildo, is nestled in the fertile highlands of San Ignacio, Cajamarca, Peru. Perched at an impressive elevation of 1,950 meters above sea level, the farm enjoys exceptional growing conditions that contribute to the production of high quality coffee. Lorenzo brings deep expertise to every step of the coffee production process, from planting to harvesting, with a focus on quality and precision. especially important for the demanding varieties he grows. His commitment to sustainability is reflected in the use of organic compost and bio fertilizers, preserving soil health and supporting long term productivity. Dedicated to building lasting commercial relationships, Lorenzo aims to deliver consistently exceptional coffee each year. In Peru, most coffee is Washed. Producers typically depulp the cherries on the same day they're harvested, followed by a 12–18 hour open air fermentation before washing. While many farmers have their own wet mills, some smallhol",out of stock,50628325048641,https://fluidcollective.co/products/filter-lorenzo-arbildo-peru,,,,2025-07-15T05:50:01.000Z,2025-10-05T02:59:46.000Z,2025-07-15T05:56:32.000Z,100g,https://cdn.shopify.com/s/files/1/0841/5812/0257/files/Websiteretailcoffeeinfo_bed6c363-11f6-4251-8749-053aec4dd860.png,,1.0,,,,,,,,,
9999364260161,Fluid,Fluidcollective,"Filter | Luis Octavio Titimbo, Colombia",24.0,USD,,"Luis Octavio Titimbo farms two parcels outside Bruselas, Huila, at 1780 masl. He cultivates approximately 5500 Caturra, 2000 Variedad Colombia, 4500 Pink Bourbon, and 2000 Bourbon Aji trees planted in 2020. Luis shares his wet mill with his stepmother, focusing on careful, small scale processing. For this lot, ripe cherries are handpicked, floated to remove defects, and fermented first in whole cherry for 48 hours in sealed barrels with a one way valve. The coffee is then de pulped and undergoes up to 48 more hours of low oxygen fermentation before a single wash and slow drying. For Luis, quality is tied to care, not just in processing, but in people and the land. By paying pickers well, he ensures the same hands return each harvest, trained to select only ripe cherries. He has also invested in healthier soils and cleaner water systems, treating honey water through a natural water filter and composting coffee pulp with yeast to return as fertiliser. Filter Roast 200g Resting period: 12",out of stock,50748655862081,https://fluidcollective.co/products/filter-alexander-cabrera-colombia-copy,,,,2025-08-26T07:38:45.000Z,2025-10-05T02:59:46.000Z,2025-09-01T02:18:07.000Z,200g,https://cdn.shopify.com/s/files/1/0841/5812/0257/files/7_45fc672e-436b-4fec-b1d8-28919456a877.png,,1.0,,,,,,,,,
9999364260161,Fluid,Fluidcollective,"Filter | Luis Octavio Titimbo, Colombia",24.0,USD,,"Luis Octavio Titimbo farms two parcels outside Bruselas, Huila, at 1780 masl. He cultivates approximately 5500 Caturra, 2000 Variedad Colombia, 4500 Pink Bourbon, and 2000 Bourbon Aji trees planted in 2020. Luis shares his wet mill with his stepmother, focusing on careful, small scale processing. For this lot, ripe cherries are handpicked, floated to remove defects, and fermented first in whole cherry for 48 hours in sealed barrels with a one way valve. The coffee is then de pulped and undergoes up to 48 more hours of low oxygen fermentation before a single wash and slow drying. For Luis, quality is tied to care, not just in processing, but in people and the land. By paying pickers well, he ensures the same hands return each harvest, trained to select only ripe cherries. He has also invested in healthier soils and cleaner water systems, treating honey water through a natural water filter and composting coffee pulp with yeast to return as fertiliser. Filter Roast 200g Resting period: 12",out of stock,50748655894849,https://fluidcollective.co/products/filter-alexander-cabrera-colombia-copy,,,,2025-08-26T07:38:45.000Z,2025-10-05T02:59:46.000Z,2025-09-01T02:18:07.000Z,200g,https://cdn.shopify.com/s/files/1/0841/5812/0257/files/7_45fc672e-436b-4fec-b1d8-28919456a877.png,,1.0,,,,,,,,,
9999364260161,Fluid,Fluidcollective,"Filter | Luis Octavio Titimbo, Colombia",24.0,USD,,"Luis Octavio Titimbo farms two parcels outside Bruselas, Huila, at 1780 masl. He cultivates approximately 5500 Caturra, 2000 Variedad Colombia, 4500 Pink Bourbon, and 2000 Bourbon Aji trees planted in 2020. Luis shares his wet mill with his stepmother, focusing on careful, small scale processing. For this lot, ripe cherries are handpicked, floated to remove defects, and fermented first in whole cherry for 48 hours in sealed barrels with a one way valve. The coffee is then de pulped and undergoes up to 48 more hours of low oxygen fermentation before a single wash and slow drying. For Luis, quality is tied to care, not just in processing, but in people and the land. By paying pickers well, he ensures the same hands return each harvest, trained to select only ripe cherries. He has also invested in healthier soils and cleaner water systems, treating honey water through a natural water filter and composting coffee pulp with yeast to return as fertiliser. Filter Roast 200g Resting period: 12",out of stock,50748655927617,https://fluidcollective.co/products/filter-alexander-cabrera-colombia-copy,,,,2025-08-26T07:38:45.000Z,2025-10-05T02:59:46.000Z,2025-09-01T02:18:07.000Z,200g,https://cdn.shopify.com/s/files/1/0841/5812/0257/files/7_45fc672e-436b-4fec-b1d8-28919456a877.png,,1.0,,,,,,,,,
9999364260161,Fluid,Fluidcollective,"Filter | Luis Octavio Titimbo, Colombia",52.0,USD,,"Luis Octavio Titimbo farms two parcels outside Bruselas, Huila, at 1780 masl. He cultivates approximately 5500 Caturra, 2000 Variedad Colombia, 4500 Pink Bourbon, and 2000 Bourbon Aji trees planted in 2020. Luis shares his wet mill with his stepmother, focusing on careful, small scale processing. For this lot, ripe cherries are handpicked, floated to remove defects, and fermented first in whole cherry for 48 hours in sealed barrels with a one way valve. The coffee is then de pulped and undergoes up to 48 more hours of low oxygen fermentation before a single wash and slow drying. For Luis, quality is tied to care, not just in processing, but in people and the land. By paying pickers well, he ensures the same hands return each harvest, trained to select only ripe cherries. He has also invested in healthier soils and cleaner water systems, treating honey water through a natural water filter and composting coffee pulp with yeast to return as fertiliser. Filter Roast 200g Resting period: 12",out of stock,50748655960385,https://fluidcollective.co/products/filter-alexander-cabrera-colombia-copy,,,,2025-08-26T07:38:45.000Z,2025-10-05T02:59:46.000Z,2025-09-01T02:18:07.000Z,500g,https://cdn.shopify.com/s/files/1/0841/5812/0257/files/7_45fc672e-436b-4fec-b1d8-28919456a877.png,,1.0,,,,,,,,,
9999364260161,Fluid,Fluidcollective,"Filter | Luis Octavio Titimbo, Colombia",52.0,USD,,"Luis Octavio Titimbo farms two parcels outside Bruselas, Huila, at 1780 masl. He cultivates approximately 5500 Caturra, 2000 Variedad Colombia, 4500 Pink Bourbon, and 2000 Bourbon Aji trees planted in 2020. Luis shares his wet mill with his stepmother, focusing on careful, small scale processing. For this lot, ripe cherries are handpicked, floated to remove defects, and fermented first in whole cherry for 48 hours in sealed barrels with a one way valve. The coffee is then de pulped and undergoes up to 48 more hours of low oxygen fermentation before a single wash and slow drying. For Luis, quality is tied to care, not just in processing, but in people and the land. By paying pickers well, he ensures the same hands return each harvest, trained to select only ripe cherries. He has also invested in healthier soils and cleaner water systems, treating honey water through a natural water filter and composting coffee pulp with yeast to return as fertiliser. Filter Roast 200g Resting period: 12",out of stock,50748655993153,https://fluidcollective.co/products/filter-alexander-cabrera-colombia-copy,,,,2025-08-26T07:38:45.000Z,2025-10-05T02:59:46.000Z,2025-09-01T02:18:07.000Z,500g,https://cdn.shopify.com/s/files/1/0841/5812/0257/files/7_45fc672e-436b-4fec-b1d8-28919456a877.png,,1.0,,,,,,,,,
